"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"1047356202";"Фитнес-клуб «Пэрис Лайф»";"зал спортивный №4, «групповых программ»";"nested data";"Южный административный округ";"район Чертаново Южное";"Кировоградская улица, дом 23А";"fitness@parislife.ru";"parislife.ru/";"(499) 954-62-50";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.598726779, 55.600385203], type=Point}";"{coordinates=[37.598726779, 55.600385203], type=Point}";
"1047356206";"Фитнес-клуб «Плужник Фитнесс»";"Зал спортивный №2";"nested data";"Южный административный округ";"район Чертаново Южное";"Варшавское шоссе, дом 141, корпус 9А";"";"pluzhnikfitness.ru";"(901) 425-77-49";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.600738, 55.588496], type=Point}";"{coordinates=[37.600738, 55.588496], type=Point}";
"1047356318";"Фитнес-клуб «Легион»";"Зал спортивный №1";"nested data";"Южный административный округ";"район Братеево";"улица Борисовские Пруды, дом 12, корпус 2";"legionfitness@mail.ru";"www.fit-l.com";"(495) 505-06-21";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.74443302, 55.635727654], type=Point}";"{coordinates=[37.74443302, 55.635727654], type=Point}";
"1047356415";"Спортивно-досуговый клуб «Патриот»";"Зал спортивный №1";"nested data";"Центральный административный округ";"район Замоскворечье";"Космодамианская набережная, дом 40-42, строение 3";"Komov.av@mail.ru";"www.zmsk.ru/dosug";"(495) 959-42-33";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.64384517, 55.737956801], type=Point}";"{coordinates=[37.64384517, 55.737956801], type=Point}";
"1047356421";"Фитнес-клуб «Спирит фитнес»";"Зал спортивный";"nested data";"Северный административный округ";"район Западное Дегунино";"Дмитровское шоссе, дом 85";"seligerskaya@spiritfit.ru";"www.spiritfit.ru/clubs/seligerskaya";"(495) 414-49-78";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.547494513, 55.862962737], type=Point}";"{coordinates=[37.547494513, 55.862962737], type=Point}";
"1047356640";"Фитнес-клуб «НайсФитнесс»";"Зал спортивный №2";"nested data";"Южный административный округ";"район Чертаново Северное";"микрорайон Северное Чертаново, дом 1А";"nice-fitness@yandex.ru";"nicefitness.ru";"(499) 110-21-31";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.600314585, 55.637445411], type=Point}";"{coordinates=[37.600314585, 55.637445411], type=Point}";
"1047356655";"Фитнес-клуб «НайсФитнесс»";"Зал спортивный №1";"nested data";"Южный административный округ";"район Чертаново Северное";"микрорайон Северное Чертаново, дом 1А";"nice-fitness@yandex.ru";"nicefitness.ru";"(499) 110-21-31";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.600228641, 55.637497681], type=Point}";"{coordinates=[37.600228641, 55.637497681], type=Point}";
"1047356667";"Региональная общественная организация «Оборонная спортивно-техническая организация города Москвы»";"Зал спортивный";"nested data";"Центральный административный округ";"Пресненский район";"Большая Грузинская улица, дом 56";"AMD@presnyamo.ru";"presnyamo.ru/district/sport/";"(499) 254-28-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.08";"nested data";"смешанное освещение";"рулонное покрытие";"0";"платно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.584029, 55.771292], type=Point}";"{coordinates=[37.584029, 55.771292], type=Point}";
"1047356701";"Фитнес-клуб «Дорфит»";"Зал спортивный №3, «Зал единоборств»";"nested data";"Южный административный округ";"район Царицыно";"Кавказский бульвар, дом 26";"infodorfit@gmail.com";"dorfit.ru/index.html";"(495) 730-51-06";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.659549255, 55.629081321], type=Point}";"{coordinates=[37.659549255, 55.629081321], type=Point}";
"1047356900";"Учреждение культурно-досугового типа «Митино»";"Зал спортивный №2";"nested data";"Северо-Западный административный округ";"район Митино";"Митинская улица, дом 31, корпус 1";"dkmitino@gmail.com";"kulturaszao.ru/kcmitino";"(495) 794-10-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.355539829, 55.846366043], type=Point}";"{coordinates=[37.355539829, 55.846366043], type=Point}";
"1047356914";"Досуговый центр «АНО «Детский Центр Культуры «Шанс»";"Зал для занятий спортом, танцами, вокалом, актерским мастерством";"nested data";"Центральный административный округ";"Пресненский район";"Шмитовский проезд, дом 19";"allpost@presnyamo.ru";"presnyamo.ru";"(499) 259-31-84";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"рулонное покрытие";"0";"платно";"зависит от выбора секций";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.547692, 55.756943], type=Point}";"{coordinates=[37.547692, 55.756943], type=Point}";
"1047357427";"Фитнес-клуб «Вандерфит фитнес»";"зал спортивный №1";"nested data";"Западный административный округ";"район Кунцево";"Рублёвское шоссе, дом 101, корпус 3";"";"vanderfit.ru/";"(495) 877-47-05";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.421960537, 55.743619135], type=Point}";"{coordinates=[37.421960537, 55.743619135], type=Point}";
"1047357591";"Спортивный комплекс «Конструктор»";"зал спортивный №5, «Хореографический»";"nested data";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 32";"info@sportcosmos.ru";"www.sportcosmos.ru/sk-konstruktor";"(495) 120-51-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.471494318, 55.741165291], type=Point}";"{coordinates=[37.471494318, 55.741165291], type=Point}";
"1047357604";"Спортивный комплекс «Конструктор»";"зал спортивный №4, «Борцовский»";"nested data";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 32";"info@sportcosmos.ru";"www.sportcosmos.ru/sk-konstruktor";"(495) 120-51-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.471247555, 55.741405877], type=Point}";"{coordinates=[37.471247555, 55.741405877], type=Point}";
"1047357681";"Физкультурно-оздоровительный комплекс «Высшая лига»";"Зал спортивный №3";"nested data";"Южный административный округ";"Нагорный район";"Электролитный проезд, дом 3, строение 5";"info@gamesliga.ru";"gamesliga.ru";"(495) 627-10-10";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.618621331, 55.677295093], type=Point}";"{coordinates=[37.618621331, 55.677295093], type=Point}";
"1047357683";"Физкультурно-оздоровительный комплекс «Высшая лига»";"Зал спортивный №2";"nested data";"Южный административный округ";"Нагорный район";"Электролитный проезд, дом 3, строение 5";"info@gamesliga.ru";"gamesliga.ru";"(495) 627-10-10";"";"nested data";"";"да";"ракетки, прокат, платно, круглый год ";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.617763024, 55.677404217], type=Point}";"{coordinates=[37.617763024, 55.677404217], type=Point}";
"1047357712";"Досуговый центр «МосАрт»";"Зал спортивный";"nested data";"Восточный административный округ";"район Ивановское";"Свободный проспект, дом 19";"mosartcentre@gmail.com";"mosartcentre.ru/";"(499) 300-00-07";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.82100739, 55.758702719], type=Point}";"{coordinates=[37.82100739, 55.758702719], type=Point}";
"1047357916";"Досуговый центр «Время Героев»";"Зал спортивный, «зал для занятий спортом, танцами, вокалом»";"nested data";"Центральный административный округ";"Пресненский район";"Никитский бульвар, дом 15/16";"allpost@presnyamo.ru";"presnyamo.ru";"(495) 690-03-52";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"в зависимости от выбора занятий";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.598698705, 55.756098883], type=Point}";"{coordinates=[37.598698705, 55.756098883], type=Point}";
"1047357940";"Спортивный клуб «Мультиспорт»";"Зал спортивный №6";"nested data";"Центральный административный округ";"район Хамовники";"улица Лужники, дом 24, строение 10";"multisport@mail.ru";"multisport.ru";"(495) 256-00-66";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.549378617, 55.721495917], type=Point}";"{coordinates=[37.549378617, 55.721495917], type=Point}";
"1047358454";"Спортивный клуб «Мультиспорт»";"Зал спортивный №1";"nested data";"Центральный административный округ";"район Хамовники";"улица Лужники, дом 24, строение 10";"multisport@mail.ru";"multisport.ru";"(495) 256-00-66";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.549177451, 55.721518626], type=Point}";"{coordinates=[37.549177451, 55.721518626], type=Point}";
"1047358506";"Фитнес-клуб «Зарядка»";"Зал спортивный №2";"nested data";"Новомосковский административный округ";"поселение Московский";"поселение Московский, Киевское шоссе, 22-й километр, дом 4, строение 6";"info@zaryadkaclub.ru";"www.zaryadkaclub.ru";"(495) 118-25-08";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.436814564, 55.635483724], type=Point}";"{coordinates=[37.436814564, 55.635483724], type=Point}";
"1047358685";"Спортивный комплекс образовательного учреждения";"Зал спортивный";"nested data";"Северный административный округ";"район Аэропорт";"улица Усиевича, дом 6";"1575@edu.mos.ru";"lyc1575.mskobr.ru";"(499) 151-89-24";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.531696557, 55.804959571], type=Point}";"{coordinates=[37.531696557, 55.804959571], type=Point}";
"1047358860";"Досуговый центр «Винстрайк Арена»";"Зал спортивный №1";"nested data";"Центральный административный округ";"Мещанский район";"Театральный проезд, дом 5, строение 1";"";"arena.winstrike.gg/";"(800) 444-13-22";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.62483631, 55.760003499], type=Point}";"{coordinates=[37.62483631, 55.760003499], type=Point}";
"1047359654";"Фитнес-клуб «Фёст энд онли»";"зал спортивный №3";"nested data";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Иваньковское шоссе, дом 5";"servise@firstandonly.ru";"www.firstandonly.ru/";"(495) 234-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.465778252, 55.819971104], type=Point}";"{coordinates=[37.465778252, 55.819971104], type=Point}";
"1047359688";"Фитнес-клуб «Воленс»";"Зал спортивный";"nested data";"Новомосковский административный округ";"поселение Щербинка";"город Щербинка, Новостроевская улица, дом 6А";"club@vlfit.ru";"vlfit.ru";"(999) 356-15-30";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.559179536, 55.504888012], type=Point}";"{coordinates=[37.559179536, 55.504888012], type=Point}";
"1047359770";"Фитнес-клуб «Дубровка фитнес»";"Зал спортивный №10";"nested data";"Новомосковский административный округ";"поселение Сосенское";"поселение Сосенское, деревня Сосенки, Сосновая улица, дом 1Б";"info@dubrovkafitness.ru";"www.dubrovkafitness.ru";"(495) 172-58-84";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.446780182, 55.568306661], type=Point}";"{coordinates=[37.446780182, 55.568306661], type=Point}";
"1047359780";"Фитнес-клуб «Дубровка фитнес»";"Зал спортивный №7, «Пилатес»";"nested data";"Новомосковский административный округ";"поселение Сосенское";"поселение Сосенское, деревня Сосенки, Сосновая улица, дом 1Б";"info@dubrovkafitness.ru";"www.dubrovkafitness.ru";"(495) 172-58-84";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.447094, 55.568103], type=Point}";"{coordinates=[37.447094, 55.568103], type=Point}";
"1047359851";"Фитнес-клуб «Плужник Фитнесс»";"Зал спортивный №1";"nested data";"Южный административный округ";"район Чертаново Южное";"Варшавское шоссе, дом 141, корпус 9А";"";"pluzhnikfitness.ru";"(901) 425-77-49";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.600738, 55.588496], type=Point}";"{coordinates=[37.600738, 55.588496], type=Point}";
"1047359883";"Спортивный комплекс образовательного учреждения";"Зал спортивный";"nested data";"Северо-Восточный административный округ";"район Отрадное";"Берёзовая аллея, дом 15Б";"950@edu.mos.ru";"sch950sv.mskobr.ru";"(499) 204-34-46";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.616023006, 55.851028139], type=Point}";"{coordinates=[37.616023006, 55.851028139], type=Point}";
"1047359894";"Физкультурно-оздоровительный комплекс с бассейном «Теннис-ру»";"Зал спортивный №3, «Бойцовский клуб»";"nested data";"Новомосковский административный округ";"поселение Сосенское";"поселение Сосенское, деревня Летово, Малая Летовская улица, дом 8";"info@tennis.ru";"tennis.ru/";"(495) 980-10-10";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.410063712, 55.570253978], type=Point}";"{coordinates=[37.410063712, 55.570253978], type=Point}";
"1047359913";"Фитнес-клуб «Дубровка фитнес»";"Зал спортивный №4";"nested data";"Новомосковский административный округ";"поселение Сосенское";"поселение Сосенское, деревня Сосенки, Сосновая улица, дом 1Б";"info@dubrovkafitness.ru";"www.dubrovkafitness.ru";"(495) 172-58-84";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.447214699, 55.56810148], type=Point}";"{coordinates=[37.447214699, 55.56810148], type=Point}";
"1047359993";"Фитнес-клуб «Фёст энд онли»";"зал спортивный №1";"nested data";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Иваньковское шоссе, дом 5";"servise@firstandonly.ru";"www.firstandonly.ru/";"(495) 234-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.465778252, 55.819971104], type=Point}";"{coordinates=[37.465778252, 55.819971104], type=Point}";
"1047360148";"Спортивный комплекс образовательного учреждения";"Зал спортивный №3";"nested data";"Юго-Восточный административный округ";"район Марьино";"улица Перерва, дом 36";"2087@edu.mos.ru";"sch2087uv.mskobr.ru";"(499) 477-20-87";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.736039, 55.650932], type=Point}";"{coordinates=[37.736039, 55.650932], type=Point}";
"1047361285";"Спортивный комплекс образовательного учреждения";"Зал спортивный";"nested data";"Северо-Восточный административный округ";"район Отрадное";"улица Пестеля, дом 9А";"1554@edu.mos.ru";"gym1554.mskobr.ru";"(499) 204-46-30";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.611416048, 55.865754397], type=Point}";"{coordinates=[37.611416048, 55.865754397], type=Point}";
"1047361625";"Досуговый центр «Гармония»";"Зал спортивный №2, «Спортивный клуб Цунами»";"nested data";"Центральный административный округ";"Басманный район";"улица Госпитальный Вал, дом 5, корпус 18";"ur-basman@mos.ru";"dc-harmony.ru";"(916) 617-90-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.704519996, 55.774326342], type=Point}";"{coordinates=[37.704519996, 55.774326342], type=Point}";
"1047361674";"Досуговый центр «Гармония»";"Зал спортивный №1, «Гармония»";"nested data";"Центральный административный округ";"Басманный район";"улица Госпитальный Вал, дом 5, корпус 18";"ur-basman@mos.ru";"dc-harmony.ru";"(916) 617-90-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.704519996, 55.774326342], type=Point}";"{coordinates=[37.704519996, 55.774326342], type=Point}";
"1047361940";"Учреждение культурно-досугового типа «Ватутинки»";"Зал спортивный №2";"nested data";"Новомосковский административный округ";"поселение Десеновское";"поселение Десеновское, Яковлевская улица, дом 1А";"dkvat@mail.ru";"www.vatutinki-kultura.ru";"(495) 841-50-98";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение светодиодными лампами";"деревянное покрытие";"0";"платно";"3500 руб.";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.332474, 55.502615], type=Point}";"{coordinates=[37.332474, 55.502615], type=Point}";
"1047361945";"Спортивный комплекс образовательного учреждения";"Зал спортивный";"nested data";"Восточный административный округ";"район Косино-Ухтомский";"Святоозерская улица, дом 13";"2031@edu.mos.ru";"sch2031.mskobr.ru";"(499) 721-72-82";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"3500";"";"общая физическая подготовка";"{coordinates=[37.896544414, 55.71362687], type=Point}";"{coordinates=[37.896544414, 55.71362687], type=Point}";
"1047362000";"Физкультурно-оздоровительный комплекс с бассейном «Теннис-ру»";"Зал спортивный №4, «Мегаденс»";"nested data";"Новомосковский административный округ";"поселение Сосенское";"поселение Сосенское, деревня Летово, Малая Летовская улица, дом 8";"info@tennis.ru";"tennis.ru/";"(495) 980-10-10";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.410407034, 55.57023878], type=Point}";"{coordinates=[37.410407034, 55.57023878], type=Point}";
"1047362012";"Спортивный комплекс образовательного учреждения";"Зал спортивный №3";"nested data";"Восточный административный округ";"район Сокольники";"улица Олений Вал, дом 22";"sk30si@edu.mos.ru";"schi30.mskobr.ru";"(495) 603-07-28";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.693676061, 55.800187118], type=Point}";"{coordinates=[37.693676061, 55.800187118], type=Point}";
"1047362154";"Фитнес-клуб «Пэрис Лайф»";"зал спортивный №2, «танцевальный»";"nested data";"Южный административный округ";"район Чертаново Южное";"Кировоградская улица, дом 23А";"fitness@parislife.ru";"parislife.ru/";"(499) 954-62-50";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.599231034, 55.600379129], type=Point}";"{coordinates=[37.599231034, 55.600379129], type=Point}";
"1047362900";"Фитнес-клуб «Тайм2Фит»";"зал спортивный №3";"nested data";"Южный административный округ";"район Зябликово";"улица Мусы Джалиля, дом 31, корпус 1";"info@time2.fit";"time2.fit/";"(495) 660-13-31";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.745380589, 55.615540163], type=Point}";"{coordinates=[37.745380589, 55.615540163], type=Point}";
"1047362975";"Фитнес-клуб «Зарядка»";"Зал спортивный №1, «Студия йоги»";"nested data";"Новомосковский административный округ";"поселение Московский";"поселение Московский, Киевское шоссе, 22-й километр, дом 4, строение 6";"info@zaryadkaclub.ru";"www.zaryadkaclub.ru";"(495) 118-25-08";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.436479288, 55.635389655], type=Point}";"{coordinates=[37.436479288, 55.635389655], type=Point}";
"1047363055";"Фитнес-клуб «Зарядка»";"Зал спортивный №3, «Студия сайкл»";"nested data";"Новомосковский административный округ";"поселение Московский";"поселение Московский, Киевское шоссе, 22-й километр, дом 4, строение 6";"info@zaryadkaclub.ru";"www.zaryadkaclub.ru";"(495) 118-25-08";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.436924535, 55.635580827], type=Point}";"{coordinates=[37.436924535, 55.635580827], type=Point}";
"1047363098";"Спортивный комплекс дошкольного образовательного учреждения";"Зал спортивный №1";"nested data";"Восточный административный округ";"район Вешняки";"Снайперская улица, дом 5А";"1512@edu.mos.ru";"sch1512.mskobr.ru/common_edu";"(499) 374-77-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.815730743, 55.722447929], type=Point}";"{coordinates=[37.815730743, 55.722447929], type=Point}";
"1047363099";"Спортивный комплекс дошкольного образовательного учреждения";"Зал спортивный №2";"nested data";"Восточный административный округ";"район Вешняки";"Снайперская улица, дом 5А";"1512@edu.mos.ru";"sch1512.mskobr.ru/common_edu";"(499) 374-77-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"рулонное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.815730743, 55.722447929], type=Point}";"{coordinates=[37.815730743, 55.722447929], type=Point}";
"1047410708";"Фитнес-клуб «СпортЛэнд» Кузьминки";"зал спортивный";"nested data";"Юго-Восточный административный округ";"район Кузьминки";"Волгоградский проспект, дом 152, корпус 2";"office@sportland-club.ru";"www.sportland-club.ru";"(495) 222-47-24";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.790892594, 55.700561362], type=Point}";"{coordinates=[37.790892594, 55.700561362], type=Point}";
"1047414263";"Фитнес-клуб «Физкульт»";"зал спортивный №1";"nested data";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1801";"info@greenfitness.ru";"greenfitness.ru/krukovo";"(499) 995-75-66";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.163259125, 55.977713886], type=Point}";"{coordinates=[37.163259125, 55.977713886], type=Point}";
